Symbol,Sector,Mktcap,EMA_21,EMA_50,ADX,RSI
EICHERMOT,Auto - 2W,LargeCap,5588.88,5492.84,20.38,63.45
MOTHERSON,Auto - Glass/Body,LargeCap,152.99,149.0,20.17,56.49
BDL,Defense - Mfg,MidCap,1924.59,1813.77,21.03,60.45
HINDALCO,Metals - Aluminium,LargeCap,675.45,661.07,20.98,51.46
DHANUKA,Agrochem - Pesticides,SmallCap,1682.13,1609.05,29.6,50.07
INGERRAND,Industrial - Pumps/Engines,SmallCap,3904.04,3840.45,23.0,66.84
HAPPSTMNDS,IT - Software/Consulting,SmallCap,634.66,625.44,22.81,50.1
EXCELINDUS,Chemicals - Specialty - Diversified,SmallCap,1258.82,1200.63,29.48,65.76
DBL,Infra - Road & Highways,SmallCap,503.47,491.6,30.61,51.9
AVANTEL,Defense - Technology & Electronics,SmallCap,157.4,148.9,31.07,50.43
GODFRYPHLP,Consumption - Cigarettes,SmallCap,8498.67,8220.22,23.71,52.06
DLF,Real Estate,LargeCap,833.88,801.56,21.29,51.72
GOPAL,Consumption - Foods/Drinks,SmallCap,354.34,339.59,25.01,59.07
LTIM,IT - Enterprise,LargeCap,5313.03,5181.96,22.78,53.87
CUPID,Consumption - Personal,SmallCap,104.27,97.52,32.07,65.25
MCX,IT - Platform - Exchange/RTA,SmallCap,8328.1,7564.52,45.06,54.92
OMINFRAL,Infra - Water Infra,SmallCap,130.26,128.41,27.31,50.31
HONASA,Consumption - Personal,SmallCap,302.47,291.82,23.86,50.19
BBTC,Consumption - FMCG Conglomerates ,SmallCap,1961.8,1944.63,25.67,53.09
SCHNEIDER,Power - Equipment,SmallCap,796.42,748.91,23.55,67.71
MRPL,Refineries & Marketing,MidCap,143.59,140.51,26.31,54.52
SHRIPISTON,Auto - Drivetrain,SmallCap,2448.14,2347.88,41.53,50.9
CDSL,IT - Platform - Exchange/RTA,SmallCap,1730.18,1618.67,25.59,56.77
SELAN,Oil and Gas - Upstream,SmallCap,675.36,643.37,31.92,50.06
JAICORPLTD,Industrial Products - Plastic,SmallCap,111.89,110.57,28.29,51.48
SESHAPAPER,Paper,SmallCap,298.53,291.21,23.83,52.54
ZENSARTECH,IT - Enterprise,SmallCap,845.4,820.94,32.37,52.8
CARTRADE,IT - Platform - Ecommerce,SmallCap,1693.22,1654.2,22.97,66.92
RAMCOCEM,Infra - Cement,SmallCap,1064.42,1024.95,24.88,68.68
HINDUNILVR,Consumption - FMCG Conglomerates ,LargeCap,2345.82,2338.77,22.58,62.82
HATSUN,Consumption - Dairy,SmallCap,956.71,948.15,31.12,50.85
ROLEXRINGS,Auto - Drivetrain,SmallCap,1549.22,1517.91,22.55,51.11
MANYAVAR,Textiles - Fashion Retail,SmallCap,802.42,798.96,31.21,53.13
MANAPPURAM,Financials - NBFC,SmallCap,267.04,254.52,35.89,51.07
ICICIGI,Financials - Gen Insurance,LargeCap,1995.22,1939.47,20.48,52.72
NIACL,Financials - Gen Insurance,MidCap,187.0,182.75,24.55,50.7
PNB,Financials - PSU Bank,LargeCap,108.91,105.67,20.63,54.71
RALLIS,Agrochem - Pesticides,SmallCap,316.31,298.92,35.76,64.17
SCILAL,Financials - Holding/Investing,SmallCap,53.59,52.84,29.56,50.4
BASF,Chemicals - Specialty - Diversified,SmallCap,5085.74,4977.38,23.91,55.09
NITINSPIN,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,390.61,385.3,22.51,54.49
GTPL,Media - TV Broadcast,SmallCap,118.32,115.48,44.5,60.26
BAJAJHLDNG,Financials - Holding/Investing,LargeCap,13937.69,13482.43,24.24,50.53
SOLARA,Healthcare - API/Drug,SmallCap,592.71,554.75,52.01,65.54
ROTO,Industrial - Pumps/Engines,SmallCap,96.99,91.78,42.85,63.27
IIFLCAPS,Financials - Broking,SmallCap,336.33,312.11,33.57,52.21
YASHO,Chemicals - Specialty - Rubber,SmallCap,2020.41,1958.88,31.66,50.64
GNFC,Chemicals - Diversified,SmallCap,547.27,535.88,21.16,50.89
NETWORK18,Media - Entertainment,SmallCap,55.84,53.33,38.82,51.52
DATAMATICS,IT - Services,SmallCap,634.92,622.17,20.92,69.64
ASKAUTOLTD,Auto - Electricals & Batteries,SmallCap,499.47,472.18,40.96,68.79
AIAENG,Metals - Casting/Forging,MidCap,3365.71,3348.94,22.59,58.06
CARERATING,Financials - Ratings,SmallCap,1804.86,1689.22,32.64,51.45
HINDCOPPER,Metals - Copper,SmallCap,265.99,253.06,30.82,52.05
PRIVISCL,Chemicals - Specialty - FMCG,SmallCap,2374.16,2267.06,20.37,57.18
ANANDRATHI,Financials - WMC,SmallCap,2070.79,1991.76,32.21,62.67
RRKABEL,Power - Wiring,SmallCap,1348.42,1297.32,31.92,51.04
ZEEL,Media - TV Broadcast,SmallCap,140.42,132.34,37.16,54.46
TATACHEM,Chemicals - Bulk,SmallCap,925.77,907.9,20.15,51.7
GUJGASLTD,Utility - Gas Distribution,MidCap,474.53,465.84,28.85,50.38
TVTODAY,Media - TV Broadcast,SmallCap,171.08,170.78,23.72,50.58
FUSION,Financials - MFI,SmallCap,191.36,183.43,26.55,52.14
INFY,IT - Software/Consulting,LargeCap,1612.27,1598.31,26.28,52.57
IFGLEXPOR,Metals - Foundry Support,SmallCap,528.91,494.97,22.53,67.3
SATIN,Financials - MFI,SmallCap,163.16,160.9,29.97,52.37
CEIGALL,Infra - Road & Highways,SmallCap,261.59,258.7,26.45,61.47
XCHANGING,IT - Software/Consulting,SmallCap,98.34,96.88,22.23,56.88
EIDPARRY,Agrochem - Fertilizers,SmallCap,1049.63,985.57,43.33,67.09
SAMMAANCAP,Financials - Housing,SmallCap,129.85,127.15,24.42,53.44
WIPRO,IT - Software/Consulting,LargeCap,264.3,260.76,25.73,53.82
IFBIND,Consumption - Appliances,SmallCap,1533.27,1484.03,29.13,51.67
SENORES,Healthcare - Formulations,SmallCap,563.58,555.09,20.86,64.57
SERVOTECH,Electronics - Components,SmallCap,144.01,139.65,21.27,50.1
FORTIS,Healthcare - Hospitals,MidCap,775.16,743.7,33.35,52.1
BAJAJELEC,Consumption - Appliances,SmallCap,675.56,656.66,32.7,56.15
ONESOURCE,Healthcare - Formulations,SmallCap,2013.8,1902.63,21.86,50.07
HEUBACHIND,Chemicals - Dyes,SmallCap,586.77,585.8,63.14,50.53
BHARTIARTL,Telecom - Mobile/FixedLine,LargeCap,1968.78,1904.65,38.03,52.54
SJS,Auto - Wheels ,SmallCap,1239.4,1163.34,49.97,59.2
NUCLEUS,IT - Product - Software,SmallCap,1178.97,1136.95,28.4,51.68
SUPRAJIT,Auto - Electricals & Batteries,SmallCap,461.3,445.1,28.28,55.44
PARAS,Defense - Technology & Electronics,SmallCap,835.21,779.12,48.28,51.91
KEC,Railways,SmallCap,891.63,859.7,20.52,52.27
IDEAFORGE,Defense - Technology & Electronics,SmallCap,580.37,544.63,30.62,51.56
EIEL,Water Supply & Management,SmallCap,232.86,228.77,25.99,60.23
TATACOMM,Telecom - Mobile/FixedLine,MidCap,1723.19,1681.84,23.64,59.66
J&KBANK,Financials - Private Bank,SmallCap,109.87,105.95,28.5,55.45
APOLLOTYRE,Auto - Tyres,MidCap,460.56,459.71,21.97,59.67
ITI,Telecom - Equipments,SmallCap,320.67,309.44,27.27,50.17
MAXHEALTH,Healthcare - Hospitals,MidCap,1247.17,1201.67,25.47,53.62
TBOTEK,IT - Platform - Tour & Travel,SmallCap,1347.27,1306.66,30.7,51.33
SHRIRAMPPS,Real Estate,SmallCap,97.35,93.01,31.37,51.63
PEL,Financials - NBFC,SmallCap,1146.83,1113.42,25.67,58.58
KOLTEPATIL,Real Estate,SmallCap,462.9,429.51,52.81,57.22
APOLLOHOSP,Healthcare - Hospitals,LargeCap,7287.92,7107.27,34.32,56.07
POCL,Metals - Non Ferrous,SmallCap,848.87,797.71,35.3,67.07
AGIIL,Real Estate,SmallCap,966.66,918.3,25.62,64.92
ABBOTINDIA,Healthcare - Formulations - OTC,MidCap,33573.93,32312.97,32.95,60.71
IDFCFIRSTB,Financials - Private Bank,MidCap,74.34,70.96,32.44,58.66
CONTROLPR,IT - Hardware,SmallCap,802.16,754.38,35.78,66.29
RAJESHEXPO,Consumption - Jewelry,SmallCap,199.9,196.94,35.03,54.39
PDMJEPAPER,Paper - Speciality,SmallCap,118.51,114.36,32.71,63.06
COFORGE,IT - Enterprise,MidCap,1875.48,1781.19,42.03,52.93
DHAMPURSUG,Agri - Sugar,SmallCap,152.53,147.74,24.33,51.89
UNIPARTS,Industial Products - Material Handling/Mining,SmallCap,391.34,372.97,41.12,57.21
PRINCEPIPE,Infra - Plastic Products,SmallCap,355.87,334.85,39.15,61.83
POWERMECH,Industial Products - Process Equipment & Fabrication,SmallCap,3201.47,3045.52,37.08,61.99
MANINFRA,Infra - Residential & Commercial Buildings,SmallCap,178.81,171.99,31.73,58.5
MUTHOOTFIN,Financials - NBFC,MidCap,2587.62,2461.69,31.27,65.98
FEDFINA,Financials - NBFC,SmallCap,113.92,107.32,39.73,56.57
ASHOKLEY,Auto - CV,MidCap,245.7,238.89,22.98,54.7
ANDHRSUGAR,Chemicals - Bulk,SmallCap,80.54,78.02,37.87,59.12
ATUL,Chemicals - Specialty - Diversified,SmallCap,7375.43,7098.15,31.43,52.93
TIRUMALCHM,Chemicals - Petro,SmallCap,285.64,276.34,26.59,54.86
PSPPROJECT,Infra - Residential & Commercial Buildings,SmallCap,746.14,709.09,40.26,57.47
SIS,HR Services / Outsourcing & Workplace Solutions,SmallCap,368.01,359.57,34.01,54.27
VEEDOL,Petro - Lubricants,SmallCap,1685.49,1648.07,22.65,56.12
WESTLIFE,Leisure - Restaurants,SmallCap,751.85,728.83,49.03,59.93
JKPAPER,Paper - Speciality,SmallCap,380.11,365.69,31.8,59.64
JKCEMENT,Infra - Cement,MidCap,6118.21,5770.57,48.17,69.56
POLYCAB,Power - Wiring,MidCap,6501.64,6210.2,27.71,65.1
VARROC,Auto - Lighting & Electronics,SmallCap,557.66,534.09,30.02,54.57
LATENTVIEW,IT - Software/Consulting,SmallCap,425.32,416.06,32.51,57.41
KARURVYSYA,Financials - Private Bank,SmallCap,259.65,245.09,42.99,65.37
CAMPUS,Consumption - Footwear,SmallCap,278.07,274.19,20.22,55.52
SAMHI,Leisure - Hotels,SmallCap,220.56,207.19,42.08,64.84
MAHABANK,Financials - PSU Bank,MidCap,55.85,54.11,21.32,52.75
ASTRAZEN,Healthcare - Formulations - Specialty,SmallCap,9138.76,8927.09,24.59,53.73
GPPL,Infra - Ports,SmallCap,157.62,154.08,21.96,53.2
RELAXO,Consumption - Footwear,SmallCap,459.5,445.79,40.46,68.04
SUNDRMFAST,Auto - Drivetrain,SmallCap,1019.49,999.42,28.26,55.8
SRHHYPOLTD,Chemicals - Bulk,SmallCap,640.79,613.29,31.3,63.99
PUNJABCHEM,Agrochem - Pesticides,SmallCap,1182.96,1132.19,30.52,54.16
YATHARTH,Healthcare - Hospitals,SmallCap,563.71,530.46,36.84,69.2
FILATEX,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,57.56,53.86,34.07,57.65
RELIANCE,Refineries & Marketing,LargeCap,1492.59,1445.02,38.45,53.94
TIIL,Metals - Casting/Forging,SmallCap,3114.23,2972.41,32.98,58.17
MANALIPETC,Chemicals - Petro,SmallCap,67.78,63.99,45.82,54.6
CHOLAHLDNG,Financials - Insurance & Lending,SmallCap,2052.65,1968.27,30.23,54.86
VINCOFE,Agri - Tea/Coffee,SmallCap,129.53,120.51,46.27,61.42
UGROCAP,Financials - NBFC,SmallCap,178.25,178.06,24.69,51.71
NILKAMAL,Consumption - Homeware,SmallCap,1751.53,1729.43,21.46,51.16
ENDURANCE,Auto - Electricals & Batteries,MidCap,2627.09,2462.0,56.07,52.07
ADANIPORTS,Infra - Ports,LargeCap,1424.58,1385.76,24.17,54.17
BANCOINDIA,Auto - Drivetrain,SmallCap,622.72,561.85,44.01,60.06
TIL,Industial Products - Material Handling/Mining,SmallCap,378.52,342.2,42.7,57.42
PRESTIGE,Real Estate,MidCap,1648.6,1567.41,22.66,60.85
IDBI,Financials - Private Bank,SmallCap,98.41,94.06,28.04,54.24
BRITANNIA,Consumption - Foods/Drinks,LargeCap,5743.46,5598.35,20.08,53.56
FIEMIND,Auto - Lighting & Electronics,SmallCap,1895.32,1784.87,32.2,56.34
GOKULAGRO,Agri - Edible Oils,SmallCap,298.47,282.39,28.28,62.0
MFSL,Financials - Life,MidCap,1578.57,1495.32,28.41,50.86
CASTROLIND,Petro - Lubricants,SmallCap,217.96,214.39,20.74,54.39
VIPIND,Consumption - Luggage,SmallCap,418.59,390.54,35.55,69.9
ACI,Chemicals - Specialty - Diversified,SmallCap,640.08,625.46,21.72,66.23
PNGJL,Consumption - Jewelry,SmallCap,587.57,573.3,23.93,51.47
AUBANK,Financials - Private Bank,MidCap,802.49,753.33,47.69,62.82
POONAWALLA,Financials - NBFC,SmallCap,449.92,423.26,38.03,58.15
RUPA,Textiles - Innerwear,SmallCap,214.59,210.74,22.28,51.62
PFOCUS,Media - Entertainment,SmallCap,142.95,127.06,63.82,66.87
INDOAMIN,Chemicals - Specialty - Diversified,SmallCap,160.71,152.17,37.24,52.26
CCL,Agri - Tea/Coffee,SmallCap,858.54,810.21,35.62,63.33
MOL,Agrochem - Pesticides,SmallCap,96.51,89.62,28.99,62.65
OMAXE,Real Estate,SmallCap,101.05,95.33,38.87,55.02
LTFOODS,Agri - Rice,SmallCap,469.98,440.68,21.77,58.12
PARACABLES,Power - Wiring,SmallCap,57.56,56.23,30.36,60.82
SUNDARMHLD,Financials - Insurance & Lending,SmallCap,479.17,433.25,53.05,61.96
ICRA,Financials - Ratings,SmallCap,6737.99,6513.38,40.61,63.4
TECHNOE,Industial Products - Power Transmission & Distribution,SmallCap,1549.87,1432.07,31.93,61.29
MOLDTKPAC,Packaging - Rigid,SmallCap,693.34,652.41,29.72,65.99
LUMAXTECH,Auto - Lighting & Electronics,SmallCap,1088.45,945.03,56.39,64.73
NACLIND,Agrochem - Pesticides,SmallCap,222.4,196.2,29.51,69.96
CGCL,Financials - NBFC,SmallCap,169.58,167.72,24.15,59.07
IGARASHI,Auto - HVAC/Emotors,SmallCap,508.07,500.3,27.87,52.31
VASCONEQ,Infra - Residential & Commercial Buildings,SmallCap,52.69,50.19,22.7,57.53
INDIAGLYCO,Chemicals - Bulk,SmallCap,1997.6,1842.69,29.23,59.61
ESABINDIA,Industial Products - Fabrication,SmallCap,5199.86,5094.12,26.09,56.61
NAZARA,IT - Gaming/Entertainment,SmallCap,1322.27,1255.66,28.17,55.55
THELEELA,Leisure - Hotels,SmallCap,409.0,379.39,30.98,68.35
SANGAMIND,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,450.38,434.08,22.25,51.65
EIHAHOTELS,Leisure - Hotels,SmallCap,382.21,377.57,20.47,67.39
DHANI,Financials - Misc,SmallCap,66.73,64.94,21.02,51.2
CARYSIL,Consumption - Kitchen/ Accessories,SmallCap,857.04,811.1,32.0,50.13
WSTCSTPAPR,Paper,SmallCap,524.81,502.39,30.6,57.37
SPLPETRO,Chemicals - Petro,SmallCap,813.14,766.87,45.95,52.7
DCMSHRIRAM,Agri - Sugar,SmallCap,1268.66,1178.91,53.89,65.3
FIVESTAR,Financials - NBFC,SmallCap,756.41,741.55,30.67,56.23
DIVGIITTS,Auto - Drivetrain,SmallCap,608.95,576.75,47.19,61.44
ADOR,Industial Products - Fabrication,SmallCap,1054.58,1009.76,38.1,64.87
TRANSRAILL,Industial Products - Power Transmission & Distribution,SmallCap,690.06,643.35,44.2,66.75
TEGA,Industial Products - Material Handling/Mining,SmallCap,1614.14,1549.42,35.83,63.54
INDIGO,Transport - Misc,LargeCap,5714.66,5530.88,22.92,63.99
BAJEL,Power - EPC,SmallCap,233.54,218.48,36.2,61.73
RACLGEAR,Auto - Drivetrain,SmallCap,932.18,909.67,24.92,56.45
GREENPANEL,Infra - Laminates,SmallCap,275.96,267.7,22.45,59.99
RBA,Leisure - Restaurants,SmallCap,81.52,80.06,34.17,53.87
HSCL,Chemicals - Carbon,SmallCap,487.05,474.91,22.6,56.64
SAPPHIRE,Leisure - Restaurants,SmallCap,328.99,323.61,23.8,53.41
LEMONTREE,Leisure - Hotels,SmallCap,142.43,140.07,21.1,68.17
UNOMINDA,Auto - Electricals & Batteries,MidCap,1079.87,1040.48,27.5,50.45
BPCL,Refineries & Marketing,LargeCap,334.37,321.62,30.88,61.94
VHL,Financials - NBFC,SmallCap,4061.08,3959.15,32.25,51.24
BAJAJINDEF,Industial Products - Material Handling/Mining,SmallCap,455.42,385.97,45.18,54.09
GEPIL,Power - Equipment,SmallCap,312.65,293.88,43.67,67.43
MPSLTD,Media - Publishing,SmallCap,2700.21,2636.29,29.37,63.49
RBLBANK,Financials - Private Bank,SmallCap,243.74,225.86,57.61,67.78
JIOFIN,Financials - NBFC,LargeCap,315.47,296.24,38.47,66.59
KALYANKJIL,Consumption - Jewelry,MidCap,562.57,547.92,27.56,61.84
KUANTUM,Paper,SmallCap,120.57,116.12,32.89,61.2
AIIL,Financials - NBFC,SmallCap,2581.71,2386.6,31.0,56.28
