Symbol,Sector,Mktcap,Dec-2024,Jan-2025,Feb-2025,Mar-2025,Apr-2025,May-2025,Jun-2025,Jul-2025,Aug-2025,Sep-2025,CMF_12M_High
SATINDLTD,Financials - Holding/Investing,SmallCap,0.05,0.0,-0.13,-0.31,-0.22,-0.23,0.2,0.09,0.15,0.3,0.3
SBFC,Financials - NBFC,SmallCap,0.1,0.03,0.09,0.17,0.28,0.43,0.45,0.28,0.18,0.14,0.45
SBILIFE,Financials - Life,LargeCap,-0.22,-0.33,-0.49,-0.37,-0.06,0.15,0.48,0.54,0.55,0.48,0.55
SBIN,Financials - PSU Bank,LargeCap,0.02,-0.02,-0.07,0.07,-0.03,0.04,0.3,0.15,0.29,0.25,0.3
SCHAEFFLER,Auto - Drivetrain,MidCap,-0.14,-0.13,-0.07,-0.07,0.35,0.39,0.41,0.3,0.26,0.33,0.41
SCHNEIDER,Power - Equipment,SmallCap,0.02,0.07,-0.13,-0.13,-0.24,0.01,0.21,0.3,0.41,0.44,0.44
SCI,Transport - Shipping,SmallCap,-0.17,0.03,-0.04,-0.02,0.12,0.21,0.23,0.2,0.27,0.28,0.28
SDBL,Beverages - Alcohol,SmallCap,-0.2,-0.3,-0.23,-0.14,0.06,0.11,0.2,0.2,0.11,0.09,0.2
SEAMECLTD,Transport - Shipping,SmallCap,0.47,0.11,-0.03,-0.02,-0.06,-0.08,-0.14,-0.17,0.17,0.22,0.52
SENORES,Healthcare - Formulations,SmallCap,-0.09,-0.02,-0.05,0.0,-0.11,-0.06,0.02,0.03,0.18,0.31,0.31
SEQUENT,Healthcare - Animals,SmallCap,0.54,0.49,0.46,-0.56,-0.39,0.0,0.05,0.03,-0.01,0.15,0.55
SHAILY,Industrial Products - Plastic,SmallCap,0.38,0.41,0.26,0.39,0.24,0.29,0.1,0.0,0.37,0.37,0.48
SHALBY,Healthcare - Hospitals,SmallCap,-0.35,-0.23,-0.32,-0.3,-0.24,-0.31,-0.16,0.12,0.1,0.39,0.39
SHANKARA,Infra - Retail,SmallCap,0.02,0.05,0.08,0.28,0.27,0.37,0.42,0.52,0.42,0.41,0.52
SHARDACROP,Agrochem - Pesticides,SmallCap,0.35,0.08,0.06,0.07,-0.09,0.17,0.25,0.56,0.56,0.52,0.56
SHILPAMED,Healthcare - CRAMS/CDMO,SmallCap,0.14,-0.06,-0.3,-0.19,-0.2,-0.01,0.07,0.17,0.33,0.35,0.35
SHK,Consumption - Personal,SmallCap,0.21,0.18,-0.07,-0.39,-0.2,-0.0,0.01,0.14,0.37,0.33,0.37
SHREDIGCEM,Infra - Cement,SmallCap,-0.55,-0.31,-0.34,-0.28,-0.07,-0.03,0.14,0.2,0.24,0.09,0.24
SHREEPUSHK,Chemicals - Dyes,SmallCap,0.07,-0.19,-0.35,-0.38,-0.41,-0.38,-0.07,0.1,-0.03,0.3,0.3
SHRIPISTON,Auto - Drivetrain,SmallCap,0.3,0.27,-0.05,0.33,0.27,0.41,0.4,0.3,0.35,0.3,0.41
SHRIRAMPPS,Real Estate,SmallCap,0.12,-0.0,-0.5,-0.24,-0.16,-0.03,0.08,0.04,0.09,0.05,0.18
SHYAMMETL,Metals - Iron & Steel,SmallCap,0.41,0.3,0.14,0.08,0.16,-0.01,0.09,0.21,0.18,0.1,0.49
SIGNPOST,Media - Misc,SmallCap,0.25,0.26,0.34,0.26,0.24,-0.09,0.22,0.1,0.18,0.19,0.34
SILVERTUC,IT - Services,SmallCap,-0.07,-0.26,-0.32,-0.37,-0.26,-0.15,-0.22,0.16,0.21,0.34,0.34
SIMPLEXINF,Infra - Construction,SmallCap,0.49,0.47,0.39,0.2,-0.17,-0.19,-0.19,0.23,0.22,0.15,0.53
SIRCA,Consumption - Paints,SmallCap,0.11,0.01,0.05,-0.16,-0.16,0.13,0.2,0.49,0.53,0.66,0.66
SIS,HR Services / Outsourcing & Workplace Solutions,SmallCap,-0.41,-0.36,-0.24,-0.12,-0.05,0.15,0.25,0.29,0.3,0.23,0.3
SJS,Auto - Wheels ,SmallCap,0.31,0.18,0.21,0.21,-0.07,-0.02,0.29,0.29,0.35,0.4,0.46
SKFINDIA,Industrial Products - Bearings,SmallCap,-0.1,-0.12,-0.16,-0.08,0.11,0.23,0.34,0.4,0.42,0.35,0.42
SMCGLOBAL,Financials - Broking,SmallCap,-0.19,-0.17,-0.2,-0.4,-0.23,-0.34,0.28,0.2,0.21,0.37,0.37
SMLISUZU,Auto - CV,SmallCap,-0.1,-0.39,-0.48,0.09,-0.14,0.03,0.24,0.18,0.21,0.14,0.24
SMSPHARMA,Healthcare - API/Drug,SmallCap,0.09,-0.17,-0.44,-0.41,-0.12,0.03,0.21,0.24,0.34,0.43,0.43
SOLARA,Healthcare - API/Drug,SmallCap,0.35,-0.03,-0.17,-0.17,-0.22,-0.54,0.04,0.05,0.11,0.12,0.7
SOLARINDS,Defense - Explosives,MidCap,-0.22,0.14,-0.14,0.05,0.22,0.42,0.61,0.34,0.34,0.26,0.61
SOMANYCERA,Infra - Ceramics/Granites,SmallCap,-0.08,-0.16,-0.19,-0.41,-0.24,-0.11,0.1,0.1,0.08,0.19,0.24
SONATSOFTW,IT - Software/Consulting,SmallCap,0.2,-0.07,-0.4,-0.43,0.22,0.06,0.06,0.01,-0.01,0.04,0.3
SPECTRUM,Industial Products - Electrical & Power Equipment,SmallCap,0.55,0.68,0.66,0.62,0.55,0.47,0.34,0.31,0.38,0.33,0.68
SPIC,Agrochem - Fertilizers,SmallCap,-0.15,-0.06,-0.27,-0.11,-0.16,-0.02,0.28,0.29,0.41,0.19,0.41
SPLPETRO,Chemicals - Petro,SmallCap,-0.12,-0.26,-0.53,-0.37,-0.04,0.07,0.26,0.22,0.21,0.19,0.26
SPMLINFRA,Infra - Water Infra,SmallCap,0.15,0.03,-0.09,-0.13,-0.16,-0.15,0.08,0.48,0.26,0.24,0.48
SRHHYPOLTD,Chemicals - Bulk,SmallCap,0.03,-0.02,-0.06,-0.31,-0.23,-0.07,0.12,0.12,0.13,0.18,0.18
SSWL,Auto - Wheels ,SmallCap,-0.08,-0.23,-0.38,-0.33,-0.24,-0.09,0.31,0.14,0.14,0.25,0.31
STAR,Healthcare - Formulations - Generic,SmallCap,0.35,0.37,0.11,0.07,0.08,0.21,0.41,0.2,0.33,0.33,0.63
STARCEMENT,Infra - Cement,SmallCap,0.39,0.34,0.23,0.3,0.3,0.31,-0.16,0.0,0.34,0.27,0.39
STARHEALTH,Financials - Gen Insurance,MidCap,-0.17,-0.3,-0.57,-0.49,-0.26,0.14,-0.01,0.11,0.22,0.21,0.22
STLTECH,Telecom - Equipments,SmallCap,-0.53,-0.55,-0.48,-0.44,-0.54,-0.48,0.19,0.21,0.15,0.25,0.25
STYLEBAAZA,Textiles - Fashion Retail,SmallCap,-0.26,-0.31,-0.33,-0.43,-0.1,-0.21,0.02,0.06,0.29,0.29,0.29
SUBROS,Auto - HVAC/Emotors,SmallCap,0.1,0.14,-0.43,-0.44,-0.24,-0.01,0.24,0.1,0.15,0.15,0.24
SUDARSCHEM,Chemicals - Dyes,SmallCap,0.34,0.24,0.1,0.08,0.24,0.19,0.13,0.44,0.54,0.48,0.54
SUNCLAY,Auto - Drivetrain,SmallCap,0.07,-0.13,-0.23,-0.26,-0.28,0.1,0.06,0.14,0.14,0.08,0.14
SUNDARMFIN,Financials - NBFC,MidCap,-0.04,0.15,0.02,-0.08,0.03,0.12,0.29,0.15,-0.06,0.01,0.29
SUNDARMHLD,Financials - Insurance & Lending,SmallCap,0.02,0.05,-0.44,-0.11,-0.13,0.09,0.48,0.32,0.29,0.4,0.48
SUNDRMFAST,Auto - Drivetrain,SmallCap,-0.5,-0.44,-0.51,-0.5,-0.24,-0.1,0.17,0.07,0.25,0.35,0.35
SUNFLAG,Metals - Iron & Steel,SmallCap,0.02,-0.14,-0.03,-0.19,-0.12,-0.12,0.45,0.4,0.25,0.22,0.45
SUNTECK,Real Estate,SmallCap,-0.19,-0.24,-0.27,-0.27,-0.2,-0.1,-0.08,-0.14,-0.04,0.12,0.12
SUPRAJIT,Auto - Electricals & Batteries,SmallCap,-0.39,-0.39,-0.31,-0.27,-0.37,-0.18,0.2,0.17,0.2,0.26,0.26
SUPREMEIND,Industrial Products - Plastic,MidCap,-0.39,-0.28,-0.42,-0.38,-0.15,-0.02,0.05,0.15,0.32,0.37,0.37
SURYAROSNI,Metals - Pipe & Tube,SmallCap,0.16,0.18,-0.03,-0.16,-0.17,0.14,0.12,0.16,0.23,0.22,0.23
SURYODAY,Financials - Private Bank,SmallCap,-0.38,-0.47,-0.53,-0.55,-0.48,-0.2,-0.16,-0.2,-0.19,0.06,0.06
SUVEN,Healthcare - CRAMS/CDMO,SmallCap,-0.03,-0.28,-0.46,-0.37,-0.34,0.19,0.26,0.36,0.44,0.5,0.5
SUZLON,Power - Green Equipment,MidCap,-0.0,-0.14,-0.31,-0.24,-0.03,0.14,0.22,0.14,0.09,0.02,0.22
SWIGGY,IT - Platform - Ecommerce,LargeCap,0.12,-0.08,-0.31,-0.33,-0.35,-0.32,-0.13,-0.03,0.14,0.15,0.26
SYRMA,Electronics - EMS,SmallCap,0.38,0.3,0.2,0.28,0.05,0.04,0.14,0.42,0.63,0.58,0.63
TALBROAUTO,Auto - Body,SmallCap,0.26,-0.28,-0.27,-0.19,-0.16,-0.15,-0.02,-0.01,0.01,0.08,0.34
TANLA,IT - Product - Software,SmallCap,-0.36,-0.75,-0.84,-0.67,-0.57,-0.24,-0.23,0.1,0.09,0.13,0.13
TARC,Real Estate,SmallCap,0.08,-0.15,-0.36,-0.34,-0.23,-0.14,0.03,0.07,0.06,0.04,0.38
TASTYBITE,Consumption - Foods/Drinks,SmallCap,0.05,0.08,-0.76,-0.74,-0.47,-0.19,-0.02,0.08,0.01,0.16,0.16
TATACHEM,Chemicals - Bulk,SmallCap,0.21,0.08,-0.03,-0.03,-0.05,0.04,0.14,0.24,0.36,0.29,0.36
TATACONSUM,Consumption - FMCG Conglomerates ,LargeCap,-0.12,0.02,-0.16,-0.01,0.29,0.21,0.27,0.06,0.22,0.11,0.29
TATAELXSI,IT - Software/Consulting,MidCap,-0.21,-0.19,-0.42,-0.51,-0.05,0.1,0.14,0.18,0.17,0.32,0.32
TATAMOTORS,Auto - Cars/UVs,LargeCap,-0.25,-0.46,-0.65,-0.52,-0.26,-0.08,-0.06,-0.02,0.13,0.16,0.16
TATAPOWER,Power - Integrated Utility,LargeCap,0.08,-0.1,-0.15,-0.33,-0.22,-0.1,0.13,0.08,0.11,0.05,0.32
TATASTEEL,Metals - Iron & Steel,LargeCap,-0.14,-0.08,0.02,-0.08,0.05,0.21,0.38,0.23,0.11,0.05,0.38
TATVA,Chemicals - Specialty - Pharma,SmallCap,-0.21,-0.15,-0.1,-0.33,-0.22,0.11,0.13,0.38,0.34,0.39,0.39
TBOTEK,IT - Platform - Tour & Travel,SmallCap,0.24,0.1,-0.17,-0.23,-0.12,0.09,0.0,0.01,0.03,0.24,0.33
TDPOWERSYS,Power - Equipment,SmallCap,0.28,0.04,-0.18,-0.02,0.0,0.31,0.21,0.33,0.46,0.4,0.46
TECHM,IT - Software/Consulting,LargeCap,-0.03,-0.22,-0.48,-0.43,-0.08,-0.09,0.1,-0.04,0.08,0.24,0.24
TECHNOE,Industial Products - Power Transmission & Distribution,SmallCap,0.06,-0.24,-0.21,-0.18,-0.07,0.13,0.23,0.28,0.4,0.39,0.52
TEGA,Industial Products - Material Handling/Mining,SmallCap,-0.21,-0.4,-0.43,-0.42,-0.48,-0.13,0.05,0.35,0.42,0.52,0.52
TEXRAIL,Railways,SmallCap,-0.17,-0.07,-0.13,-0.03,-0.29,-0.15,0.07,-0.09,0.03,0.1,0.21
TFCILTD,Financials - Institute - Infra,SmallCap,-0.08,-0.13,0.0,0.46,0.61,0.65,0.74,0.86,0.82,0.81,0.86
THANGAMAYL,Consumption - Jewelry,SmallCap,0.27,0.31,0.23,-0.08,0.08,0.11,0.12,0.15,0.28,0.21,0.45
THEJO,Industial Products - Material Handling/Mining,SmallCap,-0.67,-0.63,-0.49,-0.28,-0.2,-0.18,-0.15,0.09,0.06,0.05,0.09
THOMASCOOK,IT - Platform - Tour & Travel,SmallCap,0.12,-0.06,-0.4,-0.22,-0.27,-0.03,0.01,0.0,0.25,0.21,0.34
THYROCARE,Healthcare - Diagnostics,SmallCap,0.44,-0.02,-0.17,-0.13,0.02,0.1,0.18,0.56,0.4,0.31,0.56
TI,Beverages - Alcohol,SmallCap,0.34,0.25,0.01,0.04,0.12,0.06,-0.11,0.27,0.29,0.29,0.34
TIINDIA,Auto - Forgings,MidCap,-0.09,-0.03,-0.19,-0.19,0.0,0.11,0.27,0.19,0.26,0.34,0.34
TIL,Industial Products - Material Handling/Mining,SmallCap,0.11,-0.22,-0.5,0.11,-0.04,0.28,0.39,0.35,0.4,0.28,0.44
TIMETECHNO,Industrial Products - Plastic,SmallCap,0.28,0.23,-0.02,0.23,0.1,0.06,0.11,0.24,0.25,0.22,0.3
TIMKEN,Industrial Products - Bearings,SmallCap,-0.12,-0.25,-0.42,-0.26,-0.22,0.15,0.29,0.21,0.31,0.35,0.35
TIRUMALCHM,Chemicals - Petro,SmallCap,0.13,-0.14,-0.29,-0.07,-0.09,-0.31,0.09,0.17,0.27,0.25,0.33
TITAGARH,Railways,SmallCap,-0.04,-0.02,-0.18,0.0,-0.27,-0.09,0.17,0.13,0.27,0.25,0.54
TITAN,Consumption - Jewelry,LargeCap,0.12,0.05,-0.17,-0.35,-0.08,-0.03,0.26,0.02,0.28,0.33,0.33
TORNTPHARM,Healthcare - Formulations,LargeCap,0.1,-0.04,-0.29,-0.18,0.08,-0.13,0.07,0.29,0.42,0.35,0.42
TRENT,Consumption - Retail,LargeCap,0.32,0.1,-0.27,-0.23,-0.09,-0.02,0.09,0.03,0.2,0.08,0.36
TTML,Telecom - Mobile/FixedLine,SmallCap,-0.02,-0.24,-0.46,-0.43,-0.39,-0.13,-0.08,-0.05,0.03,0.1,0.11
TVSHLTD,Auto - Electricals & Batteries,SmallCap,-0.14,-0.25,-0.36,-0.37,-0.23,0.05,0.09,0.13,0.19,0.28,0.28
TVSMOTOR,Auto - 2W,LargeCap,0.17,0.12,-0.27,-0.18,0.02,0.06,0.28,0.13,0.43,0.39,0.43
UFLEX,Packaging - Flex,SmallCap,0.13,0.01,-0.69,-0.54,-0.39,-0.18,-0.03,-0.02,0.06,0.01,0.29
UNIMECH,Defense - Mfg,SmallCap,-0.37,-0.36,-0.42,-0.39,-0.4,-0.24,-0.18,-0.02,0.17,0.21,0.21
UNIONBANK,Financials - PSU Bank,MidCap,-0.11,-0.04,-0.01,0.11,0.13,0.28,0.41,0.26,0.2,0.14,0.41
UNIPARTS,Industial Products - Material Handling/Mining,SmallCap,-0.47,-0.43,-0.55,-0.56,-0.53,-0.38,-0.28,-0.31,-0.12,0.09,0.09
UNIVCABLES,Power - Wiring,SmallCap,0.05,-0.13,0.01,0.15,0.06,0.25,0.18,0.23,0.24,0.24,0.25
UNOMINDA,Auto - Electricals & Batteries,MidCap,0.05,0.06,-0.24,-0.25,-0.14,-0.17,-0.04,-0.08,0.32,0.45,0.45
UPL,Agrochem - Pesticides,MidCap,0.24,0.25,0.12,0.04,0.16,-0.0,0.22,0.14,0.17,0.14,0.51
USHAMART,Metals - Wires,SmallCap,0.13,0.13,0.16,0.17,-0.39,-0.3,0.11,0.17,0.33,0.27,0.33
UTIAMC,Financials - AMC,SmallCap,0.29,0.2,0.06,0.14,-0.17,0.04,0.19,0.17,0.15,0.11,0.32
VALIANTORG,Chemicals - Specialty - Diversified,SmallCap,-0.35,-0.47,-0.6,-0.4,-0.25,0.06,0.0,0.01,0.05,0.07,0.07
VARROC,Auto - Lighting & Electronics,SmallCap,0.05,0.01,-0.02,-0.15,-0.07,-0.01,-0.16,-0.13,0.01,0.26,0.26
VASCONEQ,Infra - Residential & Commercial Buildings,SmallCap,-0.27,-0.63,-0.56,-0.34,-0.31,-0.0,0.16,0.11,0.1,0.23,0.23
VEEDOL,Petro - Lubricants,SmallCap,0.17,-0.22,-0.46,-0.48,-0.38,-0.23,-0.19,-0.29,-0.21,0.23,0.48
VENTIVE,Leisure - Hotels,SmallCap,-0.17,0.04,-0.12,-0.04,-0.02,-0.02,-0.02,-0.05,0.1,0.06,0.1
VGUARD,Consumption - Appliances,SmallCap,-0.46,-0.49,-0.41,-0.22,-0.17,-0.12,0.02,0.08,0.25,0.19,0.25
VIMTALABS,Healthcare - CRAMS/CDMO,SmallCap,0.3,0.19,-0.09,0.04,0.04,-0.25,-0.38,0.51,0.46,0.39,0.51
VINATIORGA,Chemicals - Specialty - Pharma,SmallCap,0.19,-0.07,-0.0,-0.21,-0.15,-0.05,0.12,0.1,0.18,0.26,0.35
VINCOFE,Agri - Tea/Coffee,SmallCap,-0.12,-0.24,-0.36,-0.06,-0.02,0.38,0.58,0.76,0.63,0.6,0.76
VINDHYATEL,Telecom - Infra,SmallCap,-0.12,-0.44,-0.48,-0.7,-0.6,-0.32,-0.29,-0.29,-0.24,0.1,0.1
VIPIND,Consumption - Luggage,SmallCap,0.02,-0.03,-0.18,-0.42,-0.24,-0.23,0.03,0.07,0.1,0.26,0.26
VISHNU,Chemicals - Specialty - Diversified,SmallCap,0.03,0.03,-0.01,0.03,-0.18,0.21,0.16,0.27,0.22,0.2,0.51
VMM,Consumption - Retail,MidCap,0.07,0.07,-0.09,-0.04,0.05,0.05,0.34,0.4,0.5,0.49,0.5
VOLTAS,Consumption - Appliances,MidCap,0.01,-0.2,-0.31,-0.24,-0.27,-0.07,-0.04,0.06,0.1,0.04,0.13
VRLLOG,Transport - Logistics,SmallCap,-0.27,-0.3,-0.45,-0.5,-0.56,-0.31,-0.18,-0.12,-0.03,0.02,0.02
VSSL,Metals - Iron & Steel,SmallCap,0.01,0.2,-0.01,-0.25,-0.11,0.16,0.17,0.16,0.18,0.22,0.22
VSTTILLERS,Auto - Tractors,SmallCap,0.51,0.45,0.11,0.14,0.12,0.19,-0.02,0.25,0.47,0.34,0.53
WAAREEENER,Power - Green Equipment,MidCap,-0.27,-0.22,-0.3,-0.26,-0.33,-0.0,0.32,0.2,0.37,0.34,0.37
WABAG,Water Supply & Management,SmallCap,0.16,0.06,-0.02,-0.11,-0.24,-0.13,-0.1,-0.02,0.08,0.08,0.49
WALCHANNAG,Industial Products - Process Equipment & Fabrication,SmallCap,0.03,-0.33,-0.3,-0.27,-0.2,0.13,-0.1,-0.1,0.02,0.09,0.13
WCIL,Transport - Logistics,SmallCap,-0.67,-0.63,-0.7,-0.6,-0.46,-0.12,0.36,0.27,0.29,0.41,0.41
WEALTH,Financials - WMC,SmallCap,0.19,-0.11,-0.17,-0.25,-0.45,-0.49,-0.03,0.11,0.06,0.15,0.2
WELCORP,Metals - Pipe & Tube,SmallCap,0.5,0.43,0.29,0.28,0.29,0.45,0.3,0.38,0.41,0.36,0.5
WELENT,Infra - Road & Highways,SmallCap,0.34,0.23,-0.08,-0.02,0.07,-0.01,-0.07,-0.16,0.19,0.21,0.36
WESTLIFE,Leisure - Restaurants,SmallCap,0.11,0.09,0.0,-0.34,-0.3,-0.42,0.02,-0.04,0.18,0.19,0.22
WHEELS,Auto - Wheels ,SmallCap,-0.22,-0.34,-0.36,-0.33,-0.06,-0.1,0.08,-0.08,-0.05,0.01,0.08
WHIRLPOOL,Consumption - Appliances,SmallCap,0.03,-0.27,-0.61,-0.44,-0.01,-0.06,0.03,0.03,0.23,0.16,0.23
WINDMACHIN,Industial Products - Machinery,SmallCap,0.25,0.2,0.07,0.24,0.19,-0.25,0.14,0.15,0.24,0.16,0.46
XCHANGING,IT - Software/Consulting,SmallCap,0.09,-0.33,-0.41,-0.46,-0.37,-0.2,-0.12,-0.28,-0.19,0.03,0.22
YATHARTH,Healthcare - Hospitals,SmallCap,0.17,-0.13,-0.35,-0.31,-0.38,-0.29,-0.17,0.28,0.44,0.45,0.45
YATRA,IT - Platform - Tour & Travel,SmallCap,0.12,-0.13,-0.48,-0.04,-0.02,0.13,-0.09,0.13,0.59,0.46,0.59
YUKEN,Industrial - Pumps/Engines,SmallCap,-0.19,-0.18,-0.36,-0.22,-0.24,-0.08,0.0,0.01,0.1,0.1,0.1
ZEEL,Media - TV Broadcast,SmallCap,-0.11,-0.28,-0.35,-0.46,-0.36,-0.29,0.04,0.01,0.07,0.07,0.07
ZENSARTECH,IT - Enterprise,SmallCap,0.03,0.35,-0.02,0.07,0.11,0.14,0.15,-0.15,0.15,0.2,0.35
ZOTA,Healthcare - Naturals/OTC/Consumers,SmallCap,0.14,0.12,0.02,0.06,0.11,0.19,0.08,0.22,0.22,0.31,0.31
ZYDUSLIFE,Healthcare - Formulations,LargeCap,-0.31,-0.47,-0.34,-0.32,-0.14,-0.0,0.14,0.06,0.22,0.34,0.34
ZYDUSWELL,Consumption - FMCG Conglomerates ,SmallCap,0.24,0.0,-0.15,0.06,0.03,0.05,0.08,0.05,0.17,0.3,0.3
